"time"	"y1"	"y2"	"y3"	"y4"
"1"	0	1	0	0	0
"2"	1	0.947736920189406	0.0503491386754547	0.00191394113513876	1.05370121715695e-05
"3"	2	0.899112510543597	0.0936575062822194	0.00722998317418368	8.11267697661051e-05
"4"	3	0.853906744417049	0.130722924836053	0.0153703307468981	0.000262470907234659
"5"	4	0.811912164034246	0.162260043863201	0.0258277921025522	0.000596277625046912
"6"	5	0.77293351606958	0.188906848885786	0.0381596350446344	0.0011161949174564
"7"	6	0.736786764872965	0.211234672471894	0.0519785626551414	0.00184908839714514
"8"	7	0.703298541940718	0.229754265589319	0.0669471924699628	0.00281583401693626
"9"	8	0.672305629083983	0.244921406862655	0.0827729640533623	0.0040320470663832
"10"	9	0.643654328373469	0.257143043463393	0.0992026281631381	0.00550885625909489
"11"	10	0.617199933276632	0.266782178378638	0.11601788834473	0.00725350949504525
"12"	11	0.592806244112774	0.274162128682624	0.133031627204602	0.00926989269707508
"13"	12	0.570345068829582	0.279570815303848	0.15008411586657	0.0115590482748231
"14"	13	0.549695768234068	0.283264407581451	0.167039824184481	0.0141196041551366
"15"	14	0.530744827277914	0.28547059298809	0.183784579733996	0.0169481509211446
"16"	15	0.513385448337717	0.286391545336463	0.200223006325819	0.0200395776015357
"17"	16	0.497517166778626	0.286206587489054	0.21627624573232	0.0233873655865078
"18"	17	0.483045487620444	0.285074587828612	0.231879924550943	0.0269838466804812
"19"	18	0.469881542238339	0.283136114776097	0.246982342985565	0.0308204288898453
"20"	19	0.45794176405065	0.280515373013228	0.261542862936122	0.034887793445512
"21"	20	0.447147581928888	0.277321946275061	0.27553047179605	0.0391760666754787
"22"	21	0.437425131615421	0.273652352850476	0.288922515534103	0.0436749678452962
"23"	22	0.428704982298005	0.2695914529105	0.301703564791495	0.0483739383279104
"24"	23	0.420921878501988	0.26521371211357	0.313864409384442	0.0532622528956711
"25"	24	0.41401449688131	0.260584330328394	0.325401172790296	0.0583291144312973
"26"	25	0.407925216736041	0.255760254876131	0.336314528387829	0.0635637348054731
"27"	26	0.402599903345972	0.250791090738919	0.346609005915109	0.0689554036260383
"28"	27	0.397987703601147	0.245719916167158	0.356292380231696	0.0744935460496273
"29"	28	0.394040853261809	0.240584013396418	0.365375133341774	0.080167771000808
"30"	29	0.390714495204233	0.235415523077258	0.373869981718509	0.0859679109708704
"31"	30	0.387966508053867	0.230242030089808	0.381791461856326	0.091884054432131
"32"	31	0.385757344636637	0.225087087699255	0.389155567664109	0.0979065717969936
"33"	32	0.384049879709176	0.219970686269233	0.395979434021592	0.104026135740777
"34"	33	0.382809266456162	0.214909672157323	0.402281061386515	0.110233736620211
"35"	34	0.382002801271676	0.209918121875618	0.408079076852706	0.116520693641319
"36"	35	0.381599796423347	0.20500767563174	0.413392527944913	0.122878662302172
"37"	36	0.381571459875348	0.20018783613037	0.418240703994283	0.129299638805107
"38"	37	0.381890782322673	0.19546623359488	0.422642984082447	0.135775961615296
"39"	38	0.382532430789646	0.190848861840423	0.426618707369931	0.142300310716796
"40"	39	0.383472648344892	0.186340288883303	0.430187062771806	0.148865704970673
"41"	40	0.384689159699462	0.181943843981228	0.43336699631931	0.155465497798924
"42"	41	0.386161082339613	0.177661783708904	0.436177133951483	0.162093371491335
"43"	42	0.387868842871878	0.173495439299071	0.438635717829051	0.168743330380793
"44"	43	0.389794098283552	0.169445347196234	0.440760554520215	0.17540969309568
"45"	44	0.391919661837314	0.165511364597764	0.442568973564923	0.182087084075481
"46"	45	0.394229433334421	0.161692771568029	0.44407779509755	0.188770424510615
"47"	46	0.396708333495414	0.157988361152135	0.445303305352451	0.195454922846796
"48"	47	0.399342242221148	0.154396518771393	0.44626123900746	0.202136064975744
