"time"	"y1"	"y2"	"y3"	"y4"
"78"	77	0.515088969388949	0.0835862435135672	0.413742122984386	0.353904991942506
"79"	78	0.502028063489035	0.083896576661112	0.397728781259882	0.402951460051105
"80"	79	0.52041423658845	0.0744272622718413	0.393143018418695	0.398495203494128
"81"	80	0.526466817043261	0.0846142026460354	0.391318337820247	0.424192528231856
"82"	81	0.568723768979359	0.0746384314588174	0.374596388327919	0.430162377659728
"83"	82	0.50912420298686	0.0823041184432852	0.427255265986983	0.449520989438689
"84"	83	0.533410672392165	0.0767546005227013	0.397719935872911	0.393204694419794
"85"	84	0.539108018827107	0.0792207074363969	0.395486325103618	0.440153564789211
"86"	85	0.50393948106576	0.0743842992564948	0.39969595030823	0.470665967328339
"87"	86	0.568891338807501	0.0761395985230483	0.409446077163639	0.474127139961793
"88"	87	0.554888913877702	0.0823977306607248	0.379493840293181	0.42254043530977
"89"	88	0.591837950382608	0.0758786045431553	0.374010923380173	0.444863937050832
"90"	89	0.538603855226827	0.0752849568100953	0.36031927682126	0.420075480069875
"91"	90	0.551377893236595	0.06846069258202	0.377158364809377	0.478259044073094
"92"	91	0.562511670227235	0.0675740412997006	0.379819355569656	0.457652083329687
"93"	92	0.477054465526232	0.066423406379457	0.346634548231822	0.462761339639713
"94"	93	0.560043340065307	0.067508539551838	0.32709516722662	0.465203874074026
"95"	94	0.523640503392416	0.0621706467377431	0.346003483558671	0.496694390877064
"96"	95	0.566373084549323	0.0583165290794899	0.394953269464989	0.452551250364191
"97"	96	0.578809086454925	0.0693122528386887	0.365090098966449	0.472474845908589
"98"	97	0.607503735205358	0.0659454052447077	0.35662800913064	0.445840925528264
"99"	98	0.603557703588652	0.0616466036281632	0.386294482089665	0.458611552226968
"100"	99	0.590429491680072	0.057626212967841	0.331561205593831	0.525166936885543
"101"	100	0.558611222126831	0.0658456186341595	0.346971279627254	0.499353883480853
"102"	101	0.621476478039606	0.0544384232462377	0.330163590875365	0.516412446463924
"103"	102	0.638130210938446	0.0579171199397673	0.367869694440532	0.522064678219859
"104"	103	0.606337502830419	0.0567117885349803	0.345475479928601	0.503601437850962
"105"	104	0.624500447276921	0.0576899504154463	0.348700794045559	0.515224953473302
"106"	105	0.599182606212556	0.0551029557618497	0.329745701819471	0.49998615083135
"107"	106	0.655637046044672	0.0595839503058912	0.338491661294858	0.54447132758076
"108"	107	0.588744702349764	0.0557065848241845	0.342962301531146	0.564136501698962
"109"	108	0.625605926733253	0.0519847445746727	0.359018867910351	0.553275498469552
"110"	109	0.688303221862665	0.0534365603712269	0.348528244744457	0.494967828541908
"111"	110	0.613663146370217	0.0524424052817498	0.340925640040596	0.558497021268999
"112"	111	0.637892237757066	0.0537427503038268	0.329265578143864	0.576469733023625
"113"	112	0.625277036552505	0.0537339087851753	0.329102139926734	0.578005416907287
"114"	113	0.626597389953126	0.0486661028097371	0.302469173960069	0.552679282414293
"115"	114	0.639150788560815	0.0546107420077746	0.319933634725148	0.569381409639973
"116"	115	0.630171500578067	0.047256814025044	0.323316509302241	0.527668395927234
"117"	116	0.628706543102833	0.0505651927875014	0.346253550392928	0.585058657492803
"118"	117	0.639015342412272	0.0482325955693861	0.333643016139159	0.596441224360087
"119"	118	0.672696069124167	0.0489937474636544	0.322368680456472	0.582020646124049
"120"	119	0.629312339483736	0.0432922454781926	0.320353060313092	0.557782951541881
"121"	120	0.602673879882018	0.0493908122674114	0.302997808900228	0.589124009049928
"122"	121	0.631116802229984	0.0435239695219878	0.313628735601385	0.56834009566135
"123"	122	0.658824746994948	0.0434719225292357	0.309422017800939	0.535147256459229
"124"	123	0.627331045361878	0.0418380135218717	0.308572789858987	0.633391483936128
"125"	124	0.684645093611007	0.0459814405360035	0.302752338147415	0.606611981646489
"126"	125	0.631630541901738	0.0448646614790015	0.290872845416538	0.558966112144263
"127"	126	0.695302345724848	0.0420953905250846	0.300184724226621	0.619108891756047
"128"	127	0.68056665604312	0.0441879306063783	0.315773309589731	0.629708141197092
"129"	128	0.573197641743926	0.0399730832342153	0.308526092085231	0.613316375443807
"130"	129	0.616964702159659	0.0419354791664413	0.284245681175106	0.623998461230833
"131"	130	0.677223300686444	0.0394478662922591	0.318364773584426	0.561371652886835
"132"	131	0.686681195711824	0.0391330482941976	0.314312005705825	0.58553443575034
"133"	132	0.644871810829038	0.0384758541631553	0.297498624551082	0.592774898130763
"134"	133	0.616575522345495	0.0391716121171064	0.310482263565679	0.565621800439246
"135"	134	0.664577206828156	0.0379570492757483	0.328220993479757	0.652277130637334
"136"	135	0.666744589562494	0.0370374596552064	0.285152891526609	0.589468653291757
"137"	136	0.696441316077003	0.0354173920241705	0.308146623444722	0.638298595283198
"138"	137	0.703561504824648	0.0363062973874675	0.276187558237856	0.656177242765809
"139"	138	0.641181344131846	0.0360021333247925	0.289159840845634	0.623860473024919
"140"	139	0.65241279201234	0.0347777302577025	0.298267009351554	0.599606977410158
"141"	140	0.674635601945686	0.0344275275526248	0.280729425695048	0.654467570040948
"142"	141	0.605082123317092	0.0356573135855004	0.27031690920338	0.626214196542801
"143"	142	0.706570798180018	0.0360245433285703	0.258692778780401	0.623348845644976
"144"	143	0.698351047233381	0.0325725513180716	0.276285195098209	0.633138493642062
"145"	144	0.712400409984389	0.0356927166534842	0.284142329280299	0.655948513287934
"146"	145	0.680848315448612	0.032824458212763	0.266634232434432	0.653129485185522
"147"	146	0.643299784775595	0.0346039254770608	0.245976966787806	0.631654379438629
"148"	147	0.729344361556686	0.0339244010808163	0.265448150801806	0.664549708216826
"149"	148	0.713615477205613	0.031399481937336	0.276470493838721	0.673565217711019
"150"	149	0.697280134949564	0.0331817410841456	0.256585551817766	0.659088543907771
"151"	150	0.697405281274026	0.0309269670594596	0.270510248008211	0.641293262849602
