"t"	"x1"	"x2"	"x3"
"1"	0	0	0	0
"2"	0.101010101010101	0.0101679068179312	0.000342926976144996	-0.0201525451247093
"3"	0.202020202020202	0.0402589558442734	0.00272576435411908	-0.0401039639876778
"4"	0.303030303030303	0.0890508199288027	0.00910623862808975	-0.0595506251855557
"5"	0.404040404040404	0.154556791502014	0.0212789249376038	-0.0779993813231878
"6"	0.505050505050505	0.234113228785241	0.0408031081475492	-0.0947899661908332
"7"	0.606060606060606	0.324483789105774	0.0689391996171283	-0.109121723266978
"8"	0.707070707070707	0.42199322243074	0.106596537481842	-0.120087333844421
"9"	0.808080808080808	0.522675619250373	0.154297643642968	-0.126710426104078
"10"	0.909090909090909	0.622435713512503	0.212156687691491	-0.127985907901489
"11"	1.01010101010101	0.717215887692185	0.279874567648999	-0.122921832601857
"12"	1.11111111111111	0.803161093733834	0.356751052244715	-0.1105807046723
"13"	1.21212121212121	0.87677568141821	0.44171345766938	-0.090118635445277
"14"	1.31313131313131	0.935065504143732	0.533360540523012	-0.0608207365387669
"15"	1.41414141414141	0.975659705114974	0.630018850710382	-0.0221314493619408
"16"	1.51515151515152	0.996907168647228	0.729811139584899	0.0263214573238566
"17"	1.61616161616162	0.997943684859376	0.830732721019298	0.0847102791984286
"18"	1.71717171717172	0.978727094959509	0.930732978936417	0.152998745802506
"19"	1.81818181818182	0.940039005839328	1.02779877065065	0.230941768065373
"20"	1.91919191919192	0.883452999348714	1.12003630868446	0.31809356719216
"21"	2.02020202020202	0.811270629138825	1.20574818775959	0.413823865075798
"22"	2.12121212121212	0.726427808309191	1.28350242430038	0.517341488515476
"23"	2.22222222222222	0.63237539540533	1.35219070028675	0.627724434159744
"24"	2.32323232323232	0.532938835758063	1.41107344248042	0.743955175615414
"25"	2.42424242424242	0.432162567049215	1.4598099034925	0.864959774586866
"26"	2.52525252525253	0.334145517681438	1.49847202118874	0.989649194147948
"27"	2.62626262626263	0.242874388817068	1.52754149272135	1.1169611102729
"28"	2.72727272727273	0.162061501097042	1.54789018219671	1.24590048151803
"29"	2.82828282828283	0.094993801389104	1.56074465886882	1.3755771676921
"30"	2.92929292929293	0.044399170996617	1.56763630821587	1.50523898540406
"31"	3.03030303030303	0.0123354730389028	1.57033904505463	1.63429874787264
"32"	3.13131313131313	0.000106835362566551	1.5707971476808	1.76235405650773
"33"	3.23232323232323	0.0082106230891967	1.5710461823727	1.88919885255359
"34"	3.33333333333333	0.0363172604737542	1.5731302607655	2.01482606382109
"35"	3.43434343434343	0.0832835682391294	1.57901885065966	2.13942100526162
"36"	3.53535353535354	0.147199271261063	1.59052667315393	2.26334545057264
"37"	3.63636363636364	0.225464679040641	1.60923988306359	2.38711264311231
"38"	3.73737373737374	0.314896456483515	1.6364515692882	2.51135369720691
"39"	3.83838383838384	0.411857095837842	1.67310916051459	2.6367760785158
"40"	3.93939393939394	0.512402863884677	1.7197758862386	2.76411482169592
"41"	4.04040404040404	0.612444207501108	1.77660786924456	2.89407706664937
"42"	4.14141414141414	0.707912090295508	1.84334777520004	3.02728012301678
"43"	4.24242424242424	0.794923494754524	1.91933527937783	3.1641826416149
"44"	4.34343434343434	0.869939358342292	2.0035339244246	3.30500739170934
"45"	4.44444444444444	0.929908519730368	2.09457327675488	3.4496525226789
"46"	4.54545454545454	0.972391820354479	2.1908046669471	3.59758590689751
"47"	4.64646464646465	0.995661313647466	2.29036824697853	3.74771443792233
"48"	4.74747474747475	0.998770546756927	2.39126863684303	3.89821844769412
"49"	4.84848484848485	0.98159305614074	2.49145608373558	4.0463462573142
"50"	4.94949494949495	0.944827511288011	2.58890983277133	4.18819247804763
"51"	5.05050505050505	0.889969297352077	2.68172031825644	4.31857896835813
"52"	5.15151515151515	0.819249692530687	2.76816683249998	4.43138377898443
"53"	5.25252525252525	0.735545114065129	2.84678751310076	4.52094143460727
"54"	5.35353535353535	0.642260120817194	2.91643880002153	4.58472622200084
"55"	5.45454545454545	0.54318894059057	2.97634194884037	4.62535132500978
"56"	5.55555555555556	0.442361159897218	3.02611471384187	4.64917499222912
"57"	5.65656565656566	0.343877801526953	3.06578688405244	4.66275193723018
"58"	5.75757575757576	0.251744533308845	3.09579907570919	4.67063886905388
"59"	5.85858585858586	0.169708744260304	3.11698480890136	4.675385729414
"60"	5.95959595959596	0.101107116998753	3.13053660881228	4.67828994891649
"61"	6.06060606060606	0.0487298404693508	3.13795743511775	4.68002126174219
"62"	6.16161616161616	0.0147073597671316	3.14099970301859	4.68097042097559
"63"	6.26262626262626	0.000423536038344525	3.14159392389339	4.68141568352457
"64"	6.36363636363636	0.00645933940730841	3.14177015874688	4.68159203187653
"65"	6.46464646464646	0.0325695526904262	3.14357479253247	4.68171834893461
"66"	6.56565656565657	0.077692622820682	3.14898847906896	4.68200414253851
"67"	6.66666666666667	0.139992345985765	3.15984694987964	4.68264805651096
"68"	6.76767676767677	0.216934907261867	3.17776220843612	4.68383089651654
