"t"	"x1"	"x2"	"x3"
"69"	6.86868686868687	0.305391243523674	3.204059516678	4.68570284771941
"70"	6.96969696969697	0.40176343510884	3.23972357486999	4.68837761317213
"71"	7.07070707070707	0.502130638701678	3.28535830695918	4.6919204415962
"72"	7.17171717171717	0.602409883687343	3.34116167815653	4.69634035424625
"73"	7.27272727272727	0.698524989287756	3.40691753484909	4.70159089044626
"74"	7.37373737373737	0.786565621906511	3.48200596157831	4.70757194865986
"75"	7.47474747474747	0.862950804499946	3.56542706920512	4.71413384514597
"76"	7.57575757575758	0.924573731419121	3.65584199641249	4.72109900369048
"77"	7.67676767676768	0.968928234096857	3.75162764852137	4.72827541685651
"78"	7.77777777777778	0.994209945792726	3.85094230202373	4.73546778255472
"79"	7.87878787878788	0.999390556965947	3.95180071642173	4.74249988334042
"80"	7.97979797979798	0.98425973613865	4.05215484400425	4.74922134989653
"81"	8.08080808080808	0.949433689334631	4.14997740621397	4.75551096604832
"82"	8.18181818181818	0.896325469229993	4.24334364441991	4.76128018510783
"83"	8.28282828282828	0.827097707345696	4.33051017033577	4.76647106318554
"84"	8.38383838383838	0.744566181383376	4.40998599002688	4.7710494234845
"85"	8.48484848484848	0.652087273087629	4.48059259709199	4.77500250926826
"86"	8.58585858585859	0.553424184353276	4.54151187548408	4.7783392296024
"87"	8.68686868686869	0.452587579372247	4.59232159966733	4.7810851807135
"88"	8.78787878787879	0.353679625196925	4.63300874935605	4.78326933722508
"89"	8.88888888888889	0.260723058885892	4.66397291337451	4.78493818377126
"90"	8.98989898989899	0.177498416296814	4.68600896553412	4.78614717738455
"91"	9.09090909090909	0.107391508550093	4.7002740351414	4.78696009673356
"92"	9.19191919191919	0.0532540963670401	4.7082422425966	4.78744886314435
"93"	9.29292929292929	0.0172872600294006	4.71164443300959	4.78769291025921
"94"	9.39393939393939	0.000954342423885708	4.71239612873765	4.78777821405771
"95"	9.49494949494949	0.00492002850682323	4.71252163016793	4.78779282144566
"96"	9.5959595959596	0.0290223150285939	4.71406930186651	4.78783143038466
"97"	9.6969696969697	0.0722811083246856	4.7190306595166	4.78799143840178
"98"	9.7979797979798	0.13293675838025	4.72925812726179	4.78833998491965
"99"	9.8989898989899	0.208522319301395	4.74638995264216	4.7889666342571
"100"	10	0.295963390313227	4.77178346535819	4.78993288319573
