0,1.0188,3.9612,19.997,0.23233,0.38285,1.0293,0.8888,0.14311,0.18638,0.54421
0.01,31.248,4.2336,3.9776,0.4795,31.624,1.1387,0.54621,0.062226,0.35239,0.64707
0.025,38.817,4.3478,0.46003,0.53448,37.624,1.2835,0.76421,0.089162,0.27879,1.6334
0.05,39.916,6.7484,0.091569,1.3695,36.508,0.9501,1.2172,0.10433,0.22714,1.1413
0.1,40.011,14.315,0.1665,4.7922,30.775,1.7427,0.70059,0.12814,0.27559,1.1923
0.15,39.216,25.445,0.039443,9.9806,23.189,2.1555,1.3598,0.015955,0.29174,1.5252
0.2,40.013,40.064,0.08229,16.985,14.706,1.0538,0.29257,0.054748,0.36872,1.5404
0.25,39.338,59.115,0.10741,25.223,8.9546,1.2083,0.89161,0.070517,0.31887,1.6129
